pert_id	cmap_name
BRD-K66645150	BG-STK33-55
BRD-K22828899	TUL-XXI039
BRD-K09557221	SR-147778
BRD-K25075681	SR-48692
BRD-A65615053	zacopride
BRD-K61559475	cardamonin
BRD-A04706586	bucladesine
BRD-A14014306	BRD-A14014306
BRD-A46802340	BRD-A46802340
BRD-K60476892	YC-1
BRD-K76097666	itdac-1
BRD-K13927029	retinol
KISS1R_GALANIN	KISS1R_GALANIN
LACZ_GALANIN	LACZ_GALANIN
KISS1R_FBS	KISS1R_FBS
LUC_M617	LUC_M617
BRD-K03012696	cefdinir
BRD-K08806317	timolol
BRD-M37402942	benzathine
BRD-K80396088	gliquidone
CMAP-PRISM-TP7	CMAP-PRISM-TP7
BRD-A89038047	BRD-A89038047
BRD-K66956375	oleoylethanolamide
BRD-K42805893	AZD-9291
C646	C646
BRD-K08135697	BG-1024
BRD-K82681249	JS-K
BRD-K86940322	perindopril
BRD-K67080878	milrinone
BRD-U04102134	GAV-5-28
BRD-A75771022	BRD-A75771022
BRD-K19540840	saracatinib
BRD-K60212338	BRD-K60212338
BRD-K79758054	BRD-K79758054
BRD-K91063002	BRD-K91063002
BRD-A15079084	BRD-A15079084
BRD-K43765653	BRD-K43765653
BRD-K64302725	KUC105208
BRD-K49294207	BIBU-1361
BRD-K56064827	EI-273
BRD-K61341215	vecuronium
BRD-K70557564	zosuquidar
BRD-K37720887	SB-525334
BRD-K42694358	BRD-K42694358
BRD-U54183415	PEN-20
BRD-U12932811	L-24
BRD-K73255294	nutlin-3
BRD-K28167849	ichthynone
BRD-K14993104	bemegride
BRD-A16311756	profenamine
BRD-K89073273	BRD-K89073273
BRD-K11056481	BRD-K11056481
BRD-K06854232	AM-580
BRD-A17655518	ibuprofen
BRD-A88208128	tetracycline
BRD-K88172511	naltrexone
BRD-K76205745	losartan
BRD-K71512533	SNS-314
BRD-A96799240	BRD-A96799240
BRD-K48722833	iloperidone
BRD-K25311561	KU-55933
BRD-K82135108	elesclomol
BRD-K45962729	BRD-K45962729
BRD-K67097529	SR-12813
BRD-K70669970	BRD-K70669970
BRD-K11905747	spectinomycin
BRD-A08660406	iodixanol
BRD-A62809825	thapsigargin
BRD-A92664907	BRD-A92664907
BRD-K96042922	etanidazole
BRD-K79602928	metformin
BRD-K20075662	betazole
BRD-A72538584	valeric-acid
BRD-U49376706	dyn-b
BRD-K32048092	BRD-K32048092
BRD-M07419510	BRD-M07419510
BRD-K74176882	BRD-K74176882
BRD-K18250272	propoxycaine
BRD-M25903559	BRD-M25903559
BRD-K89475669	SF-11006-A1
BRD-K00615600	AG-14361
BRD-A91699651	chloroquine
BRD-K04254463	paraquat
BRD-K41524689	paracetamol
BRD-A01787639	naftopidil
BRD-K29113274	ketoconazole
BRD-A81129465	fenoprofen
BRD-K73293050	WZ-3146
BRD-K43568193	BRD-K43568193
BRD-K37088230	BRD-K37088230
BRD-K79657514	BRD-K79657514
BRD-K30126976	BRD-K30126976
BRD-K75845944	BRD-K75845944
BRD-K68190084	BRD-K68190084
BRD-K85197047	BRD-K85197047
BRD-K98936959	BRD-K98936959
BRD-K97758158	BRD-K97758158
BRD-K51034923	BRD-K51034923
BRD-K54294645	BRD-K54294645
BRD-K09459434	BRD-K09459434
BRD-K02665621	BRD-K02665621
BRD-K11853856	PJ-34
BRD-K19925945	arsenic-trioxide
BRD-A41692738	TGX-221
BRD-K11927976	ER-27319
BRD-A77577770	BRD-A77577770
BRD-K74733595	BRD-K74733595
BRD-K23628492	BRD-K23628492
BRD-A55317422	BRD-A55317422
BRD-K54606188	BRD-K54606188
BRD-K32744045	disulfiram
BRD-A39671870	homatropine
BRD-K80666761	BRD-K80666761
BRD-K58292285	SA-1921085
BRD-K42543764	BRD-K42543764
BRD-K23488072	BRD-K23488072
BRD-K87340398	BRD-K87340398
BRD-K07666543	BRD-K07666543
BRD-K15277331	BRD-K15277331
BRD-K85236313	BRD-K85236313
BRD-K24681473	YM-155
BRD-K39256324	rottlerin
BRD-K60005752	S-111
BRD-K03294269	NU-6027
BRD-K44665581	bromosporine
BRD-K70463136	BAY-87-2243
BRD-K29359156	ebselen
BRD-A19248578	latrunculin-b
BRD-K04431258	Val-Val-Val
BRD-K82088145	BG-1014
BRD-A09533288	verapamil
BRD-K42635745	suloctidil
BRD-A23359898	sibutramine
BRD-A62421304	mepenzolate
BRD-K78815826	suxibuzone
BRD-K58626373	dexfenfluramine
BRD-A76934284	BRD-A76934284
BRD-K49889622	BRD-K49889622
BRD-M73371355	apomorphine
BRD-A56470328	BRD-A56470328
BRD-A02990301	lofexidine
BRD-K73201151	DAC-004
BRD-A73594579	BRD-A73594579
BRD-K47533918	BRD-K47533918
BRD-K48735772	PD-158780
BRD-K60511616	pravastatin
BRD-K83161876	BRD-K83161876
BRD-K69812556	WAY-100635
BRD-K89923877	scopolamine
BRD-A33168282	sotalol
BRD-K09859624	methantheline
BRD-K84595254	strophanthidin
BRD-K00069117	BRD-K00069117
BRD-K47503321	BRD-K47503321
BRD-K51966546	BG-1026
BRD-K35960502	niclosamide
BRD-K87919739	BRD-K87919739
BRD-K59184148	SB-216763
BRD-K41809988	oxidopamine
BRD-K97808269	BRD-K97808269
BRD-K98852008	SB-277011A-DIHYDROCHLORIDE
BRD-A58897152	BRD-A58897152
BRD-K93763482	BRD-K93763482
BRD-K78687850	BRD-K78687850
BRD-K20827972	BRD-K20827972
BRD-K28431278	BRD-K28431278
BRD-K22052171	BRD-K22052171
BRD-K10211010	BRD-K10211010
BRD-K56130969	BRD-K56130969
BRD-K02117849	BRD-K02117849
BRD-K50131741	BRD-K50131741
BRD-K92993117	BRD-K92993117
BRD-K80169513	BRD-K80169513
BRD-K36452089	tert-butylhydroquinone
BRD-K18855837	varenicline
BRD-K37289225	clozapine
BRD-U06877554	JG-98
BRD-K99964838	bosutinib
BRD-A58753560	budesonide
BRD-A33070992	bacampicilline
BRD-K05851096	lacidipine
BRD-K57139258	z-guggulsterone
BRD-A30142024	dithiothreitol
BRD-K82924899	IWP-2
BRD-K13078532	hydrochlorothiazide
BRD-A39210489	chlortetracycline
BRD-K78692225	leflunomide
BRD-K93524252	sulfamerazine
BRD-K25224017	pirenperone
BRD-K53815609	nitrofural
BRD-K77925998	quipazine
BRD-K70327167	suramin
BRD-K60303132	BG-1017
BRD-M19787235	BRD-M19787235
BRD-K50388907	fenofibrate
BRD-K15916496	clotrimazole
BRD-K00259736	colchicine
BRD-K48168960	propylthiouracil
BRD-K05922103	BG-STK33-03
BRD-K95985487	BRD-K95985487
BRD-K41603276	gangaleoidin
BRD-K47869605	BRD-K47869605
BRD-K74228917	BRD-K74228917
BRD-A11731846	BRD-A11731846
BRD-K85402309	dovitinib
BRD-K84252391	BRD-K84252391
BRD-K06692906	Gossypetin
BRD-K08999871	pipemidic-acid
BRD-K38596918	BRD-K38596918
BRD-K23582869	BRD-K23582869
BRD-K76812510	metamizole
BRD-K12609995	GNE-477
BRD-K12539581	nocodazole
BRD-A61866602	BRD-A61866602
BRD-K54472228	BRD-K54472228
BRD-K06080977	eicosatetraynoic-acid
BRD-K69471245	BG-1023
BRD-K37865504	LY-2183240
GALR3_FBS	GALR3_FBS
BRD-K13662825	dinaciclib
BRD-K64517075	heliomycin
SAHA	saha
BRD-K58148589	betamethasone-dipropionate
BRD-K77830450	forskolin
BRD-A63610676	paclitaxel
BRD-A01320529	salmeterol
BRD-K63828191	raloxifene
FGFR3_ALARIN	FGFR3_ALARIN
BRD-K64634304	tretinoin
BRD-K97764662	PD-173074
BRD-K93480852	KN-93
BRD-K15616905	CCCP
BRD-K46862739	metyrapone
BRD-K06170455	BRD-K06170455
BRD-K71198913	2-AG
BRD-K19875720	BRD-K19875720
BRD-K63513868	BRD-K63513868
BRD-K32610195	androstenedione
BRD-K54472332	elvitegravir
BRD-K42095107	daidzein
BRD-K53325797	BRD-K53325797
BRD-A73513677	BRD-A73513677
BRD-K37303684	BRD-K37303684
BRD-K63923597	barasertib-HQPA
BRD-A03427350	sulindac
BRD-K36614862	BRD-K36614862
BRD-K50168500	canertinib
BRD-K63671514	BRD-K63671514
BRD-U17914332	biglen
BRD-K11570501	BRD-K11570501
BRD-K72827552	I-585855
BRD-K40328231	BRD-K40328231
BRD-K68804560	benzatropine
BRD-K71499074	diclofenamide
BRD-K96123349	brequinar
BRD-K18910433	estradiol
BRD-K23984367	sorafenib
BRD-K81473089	tacrine
BRD-K41684304	BRD-K41684304
BRD-K51967704	BIIB-021
BRD-K50461558	IND-24
BRD-K70170026	BRD-K70170026
BRD-K15107389	BRD-K15107389
BRD-M15189060	BRD-M15189060
BRD-K19653414	BRD-K19653414
BRD-K91844626	BRD-K91844626
BRD-A65444648	imidazolidinyl-urea
BRD-K21450440	benzthiazide
BRD-A10977446	carvedilol
BRD-K74402642	NSC-632839
BRD-K39557424	vanillic-acid
BRD-K82066106	BRD-K82066106
BRD-K38921908	BRD-K38921908
BRD-A72796238	BRD-A72796238
BRD-K93754473	tamoxifen
BRD-K88789588	letrozole
BRD-K33610132	rociletinib
BRD-K06792661	narciclasine
BRD-A55962179	omeprazole
BRD-K78666826	procaterol
BRD-K77008974	WYE-354
BRD-K47105409	AG-490
BRD-A80574334	oxalomalic-acid
BRD-K13218245	BRD-K13218245
BRD-K41483742	BRD-K41483742
BRD-K33211335	BRD-K33211335
BRD-K88951504	JMV-2959
BRD-K79793338	BRD-K79793338
BRD-K60636255	BRD-K60636255
BRD-K03957451	BRD-K03957451
BRD-K47983010	BX-795
BRD-A93255169	thalidomide
BRD-K76908866	CP-724714
BRD-K13296708	rimonabant
BRD-K26619122	BRD-K26619122
BRD-K50866992	tropisetron
BRD-K88822846	BRD-K88822846
BRD-K38294617	BRD-K38294617
BRD-K37669227	BRD-K37669227
BRD-K63388446	BRD-K63388446
BRD-K20490522	BRD-K20490522
BRD-K64523453	BRD-K64523453
BRD-K96539190	BRD-K96539190
BRD-K36313546	BRD-K36313546
BRD-K25379780	BRD-K25379780
BRD-K87864638	SA-1925996
BRD-K00859238	BRD-K00859238
BRD-K91663486	BRD-K91663486
BRD-K00835201	BRD-K00835201
BRD-K95582125	BRD-K95582125
BRD-K40185230	BRD-K40185230
BRD-U73308409	BRD-U73308409
BRD-K04853698	LDN-193189
BRD-A83326220	brazilin
BRD-K71480163	GDC-0068
BRD-K70914287	BIBX-1382
BRD-K07487750	WHI-P154
BRD-A10662413	prenylamine
BRD-K96253961	metaraminol
BRD-K08547377	irinotecan
BRD-K45071273	tetracaine
BRD-A41450521	tosufloxacin
BRD-K56060837	serotonin
BRD-A57152259	CGS-21680
BRD-A50984182	JMV-431
BRD-K75971499	BRD-K75971499
BRD-K03319035	maprotiline
BRD-K16542329	zaprinast
BRD-K85767870	BRD-K85767870
BRD-K32021043	sulfachlorpyridazine
BRD-A57133233	chlorcyclizine
BRD-M56587789	ibutilide
BRD-K94512704	spiramide
BRD-K53234107	IWP-L6
BRD-K88575585	BRD-K88575585
BRD-K22901619	norgestimate
BRD-K01188359	vinblastine
BRD-K94818765	BRD-K94818765
BRD-K60237333	niacin
BRD-K99636700	BRD-K99636700
BRD-K59946561	BRD-K59946561
BRD-A16694057	BADGE
BRD-K17820047	BML-210
BRD-A41145729	methoprene-acid
BRD-K84528570	BRD-K84528570
BRD-K45230579	BRD-K45230579
BRD-K35188965	BRD-K35188965
BRD-K39799535	BRD-K39799535
BRD-K65503129	CCT-018159
BRD-K50720187	flupirtine
BRD-K69852452	F-1566-0341
BRD-K15891719	tenofovir
BRD-K85903480	glutamyldopamine
BRD-K82433697	BRD-K82433697
BRD-K05442673	BRD-K05442673
BRD-K51164721	BRD-K51164721
BRD-K05677905	BRD-K05677905
BRD-K73427206	BRD-K73427206
BRD-K80579245	BRD-K80579245
BRD-K02882069	BRD-K02882069
BRD-K87125912	BRD-K87125912
BRD-K95285735	BRD-K95285735
BRD-K50387473	XMD-892
BRD-K61033289	BRD-K61033289
BRD-K53103368	BRD-K53103368
BRD-K16389764	silychristin
BRD-K03194791	roflumilast
BRD-K24779182	BRD-K24779182
BRD-K38183498	clonazepam
BRD-K78126613	menadione
BRD-K08478539	SMER-28
BRD-K24994810	androstenol
BRD-K01192156	BRD-K01192156
BRD-K04704168	clemizole
BRD-K86858124	paclitaxel
BRD-A51714012	venlafaxine
BRD-K93332168	isocarboxazid
BRD-A22032524	amlodipine
BRD-K63736853	acipimox
BRD-A98175426	betaescin
BRD-K37885773	WAY-262611
BRD-K68553471	todralazine
BRD-A02759312	betaxolol
BRD-K01014769	isoflupredone
BRD-K70778732	trazodone
BRD-A19661776	mianserin
BRD-K30600766	amphotericin-b
BRD-K15933101	ropinirole
BRD-K16956545	BRD-K16956545
BRD-K34079378	BRD-K34079378
BRD-K19876534	BRD-K19876534
BRD-K03067624	emetine
BRD-A35033682	eriodictyol
BRD-K70158168	saquinavir
BRD-K74615293	meropenem
BRD-K58299615	Ro-90-7501
BRD-A36411721	BRD-A36411721
BRD-K67774729	BRD-K67774729
BRD-A14795281	BRD-A14795281
BRD-K29358067	KDM-103
BRD-A42187224	BRD-A42187224
BRD-K69458799	BRD-K69458799
BRD-K54771420	glycocholic-acid
BRD-K45834949	androstanol
BRD-K47539947	tetradecylthioacetic-acid
BRD-K51674646	BRD-K51674646
GALR1_ALARIN	GALR1_ALARIN
GALR1_GALP	GALR1_GALP
BRD-A36536537	BRD-A36536537
BRD-K24698610	BRD-K24698610
BRD-A72575012	BRD-A72575012
BRD-K39597586	BRD-K39597586
GPR151_GALANIN	GPR151_GALANIN
GALR2_ALARIN	GALR2_ALARIN
BRD-A48261811	argatroban
BRD-K93468883	IPI-145
BRD-A67788537	salermide
BRD-K61496577	flumetasone
BRD-A77414132	emetine-hcl
BRD-K79254416	decitabine
BRD-A17883755	lenalidomide
BRD-K11451237	BRD-K11451237
BRD-K19136521	BRD-K19136521
BRD-K63915849	AS-604850
BRD-K00141503	BRD-K00141503
BRD-K20099363	BRD-K20099363
BRD-K73876582	BRD-K73876582
BRD-K05778745	BRD-K05778745
BRD-K49669424	bretylium
BRD-K03243820	trifluridine
BRD-A58048407	nimodipine
BRD-A45889380	mepacrine
BRD-K74820615	morantel
BRD-U99449142	collybolide
BRD-K52163391	BRD-K52163391
BRD-A20106178	BRD-A20106178
BRD-A30437061	camptothecin
BRD-K32584078	BML-257
BRD-K40274786	BRD-K40274786
BRD-U81160678	kep
BRD-K34581968	BMS-536924
BRD-K03641750	BRD-K03641750
BRD-K61665160	BYK-204165
BRD-K80267133	aminosalicylic-acid
BRD-A11263757	azacitidine
BRD-A99833829	bethanechol
BRD-K12343256	trametinib
BRD-A84481105	thioridazine
BRD-A30193965	amphotericin
BRD-K01829814	lomofungin
BRD-K81644801	BRD-K81644801
BRD-K82746043	navitoclax
BRD-A55579717	cytisine
BRD-K13528168	BRD-K13528168
BRD-K92977333	entacapone
BRD-A70182876	azapropazone
BRD-K05878375	sodium-butyrate
BRD-A24951056	BRD-A24951056
BRD-A65818372	ioversol
BRD-K37991163	paroxetine
BRD-K60807836	BRD-K60807836
BRD-K55273525	BRD-K55273525
BRD-K11433652	aspirin
BRD-K75037734	carbachol
BRD-K89125793	tinidazole
BRD-K79131256	albendazole
BRD-K76617868	fasudil
BRD-M25360017	BRD-M25360017
BRD-K59203806	hydrocinnamic-acid
BRD-A17081056	BRD-A17081056
BRD-K00878439	BRD-K00878439
BRD-K63164430	BRD-K63164430
BRD-K31975688	BRD-K31975688
BRD-K74305673	BRD-K74305673
BRD-K77390737	xanthohumol
BRD-K20986251	BRD-K20986251
BRD-K04833372	GSK-1904529A
BRD-K29733039	deforolimus
BRD-A98838152	tropapride
BRD-A70541707	BRD-A70541707
BRD-K75527158	alendronic-acid
BRD-K27622376	BRD-K27622376
BRD-K46707636	BRD-K46707636
BRD-K16625384	BRD-K16625384
BRD-K07907451	BRD-K07907451
BRD-K76150323	BRD-K76150323
BRD-K58808184	BRD-K58808184
BRD-K69705756	BRD-K69705756
BRD-K88373420	BRD-K88373420
BRD-K35329391	GZD-824
BRD-K15976406	telbivudine
BRD-K85014146	AZD-2461
BRD-A62336480	niguldipine
BRD-K20141153	atomoxetine
BRD-A31836915	cyanocobalamin
BRD-M45580279	mebhydrolin
BRD-K49808142	tyramine
BRD-A51696495	KW-06
BRD-A93269281	clopidogrel
BRD-K65031973	BG-1007
BRD-K38251852	paxilline
BRD-K81062487	taurocholic-acid
BRD-A70814879	ABC-294640
BRD-K01663662	diphenidol
BRD-M98649031	dimenhydrinate
BRD-A79226577	tropisetron
BRD-K41887956	DAC-003
BRD-K77634909	AEG-3482
BRD-K90711641	dopamine
BRD-K15108141	gemcitabine
BRD-K66555347	SA-1973509
BRD-A84423900	BRD-A84423900
BRD-K41172353	BRD-K41172353
BRD-K99667445	BRD-K99667445
BRD-K63813530	BRD-K63813530
BRD-K51329831	BRD-K51329831
BRD-K77402297	BRD-K77402297
BRD-K36984542	BRD-K36984542
BRD-K09499853	KU-0060648
BRD-K04548931	epirubicin
BRD-K56621596	BRD-K56621596
BRD-K12482929	BRD-K12482929
BRD-K43014159	BRD-K43014159
BRD-M25555076	BRD-M25555076
BRD-K33943862	BRD-K33943862
BRD-K47512679	BRD-K47512679
BRD-K99874282	BRD-K99874282
BRD-K24890551	BRD-K24890551
BRD-K70918484	BRD-K70918484
BRD-K01877724	BRD-K01877724
BRD-K67868012	PI-103
BRD-K92778217	mefenamic-acid
BRD-K82036761	sertraline
BRD-K70358946	aripiprazole
BRD-A08789708	BRD-A08789708
BRD-K85925969	zalcitabine
BRD-K65928735	AZD-1480
BRD-K76805682	SB-415286
BRD-K51207550	ethionamide
BRD-K82236179	dicoumarol
BRD-A88254928	salbutamol
BRD-K06181161	pentoxyverine
BRD-K28667793	pyrazinamide
BRD-K70792160	10-DEBC
BRD-K30466858	ellagic-acid
BRD-K19111024	clofibric-acid
BRD-K51490254	BRD-K51490254
BRD-A50287119	sirolimus
BRD-K50590187	capsaicin
BRD-K35923252	BRD-K35923252
BRD-K08111712	BRD-K08111712
BRD-A25619068	fadrozole
BRD-K98763141	niflumic-acid
BRD-A29349577	dropropizine
BRD-K77947974	fluspirilene
BRD-K25394294	oxaprozin
BRD-A72163687	DAC-009
BRD-K49010888	BRD-K49010888
BRD-K08310154	AG-1024
BRD-K04923131	BRD-K04923131
BRD-K43234716	CTPB
BRD-K47977047	BRD-K47977047
BRD-K36111658	BRD-K36111658
BRD-K31542390	BRD-K31542390
BRD-K28470988	L-690330
BRD-K57754230	EPZ-005687
GALR3_ALARIN	GALR3_ALARIN
GPR151_ALARIN	GPR151_ALARIN
BRD-K52560704	methylstat
BRD-K82983861	GW-0742
BRD-K68552125	BRD-K68552125
BRD-K74501079	azithromycin
BRD-K62997315	urosiol
CMAP-PRISM-1B-NR	CMAP-PRISM-1B-NR
BRD-A65730376	BRD-A65730376
BRD-K14482023	K1448
BRD-K33240821	plerixafor
BRD-K00885784	canrenone
BRD-K24473282	isoprenaline
BRD-K32247306	primidone
BRD-U34059737	L-25
BRD-K34995470	SU-1498
BRD-A26002865	verrucarin-a
BRD-K54640016	WAY-362450
BRD-K21867462	GSK-2816126
BRD-M81170892	BRD-M81170892
BRD-K64877338	BRD-K64877338
BRD-A20119038	mecamylamine
BRD-K65290449	BRD-K65290449
BRD-M19267583	BRD-M19267583
BRD-K20755323	SKI-II
BRD-K74117820	nelfinavir
BRD-K52522949	NCH-51
BRD-A67748489	K-858
BRD-M67215567	BRD-M67215567
BRD-A56592690	PX-12
BRD-K88282786	WIN-552122
BRD-A37776212	ICI-204448
BRD-K47642186	piclamilast
BRD-K03406345	azacitidine
BRD-M16214895	BRD-M16214895
BRD-K42823101	BRD-K42823101
BRD-A34037822	KUC107191N
BRD-A35084978	BRD-A35084978
BRD-M72045552	BRD-M72045552
BRD-K03109492	NSC-663284
BRD-K08037784	arbutin
BRD-A34006693	suprofen
BRD-A87715314	pronetalol
BRD-K83582713	BRD-K83582713
BRD-K16837150	BRD-K16837150
BRD-K62008436	paclitaxel
BRD-K62982419	cilomilast
BRD-K59915259	BRD-K59915259
BRD-K58930050	BRD-K58930050
BRD-K63124331	serotonin
BRD-A04438777	SKF-82958
BRD-K00381581	BRD-K00381581
BRD-K69894866	BRD-K69894866
BRD-K16034108	BRD-K16034108
BRD-K00256608	BRD-K00256608
BRD-K21374126	BRD-K21374126
BRD-K64670467	JNJ-16259685
BRD-K81658952	BRD-K81658952
BRD-K53475565	BRD-K53475565
BRD-K31290914	BRD-K31290914
BRD-K69760878	BRD-K69760878
BRD-A63444178	ME-0328
BRD-K12737986	veliparib
BRD-K35205465	geniposide
BRD-K08681769	ibandronic-acid
BRD-A79067928	etoposide
BRD-K88568253	iproniazid
BRD-A37942872	eucatropine
BRD-A19952358	closantel
BRD-K98109757	cyclopentene
BRD-K98336812	BRD-K98336812
BRD-K33422401	PMSF
BRD-K11528507	geldanamycin
BRD-K55127134	fluphenazine
BRD-A84174873	baclofen
BRD-K91699951	benzonatate
BRD-K06335600	tizanidine
BRD-K99712306	yohimbine
BRD-A59728941	BRD-A59728941
BRD-K08248804	LCL-161
BRD-A69927616	isradipine
BRD-K07653295	BRD-K07653295
BRD-A02710418	meptazinol
BRD-M59543297	isometheptene
BRD-K82143716	flucytosine
BRD-K57174586	sertraline
BRD-K30707190	PNU-74654
BRD-K77175907	calcifediol
BRD-K62012036	acitretin
BRD-A04020513	BRD-A04020513
BRD-K23589333	BRD-K23589333
BRD-K92543914	BRD-K92543914
BRD-K07244661	BRD-K07244661
BRD-K48724570	BRD-K48724570
BRD-K76636716	BRD-K76636716
BRD-K85650383	BRD-K85650383
BRD-K04025047	BRD-K04025047
BRD-K64881305	ispinesib
BRD-K28428262	brivanib
BRD-K08206212	entecavir
BRD-K61463582	BRD-K61463582
BRD-K15241725	BRD-K15241725
BRD-K48619321	methscopolamine
BRD-K26484692	BRD-K26484692
BRD-K70900504	BRD-K70900504
BRD-K75813018	BRD-K75813018
BRD-K42107428	BRD-K42107428
BRD-K57166447	BRD-K57166447
BRD-K74085580	BRD-K74085580
BRD-K86671899	BRD-K86671899
BRD-K77750380	BRD-K77750380
BRD-K90424352	BRD-K90424352
BRD-K94193354	BRD-K94193354
BRD-K36737713	AG-957
BRD-K72542090	clodronic-acid
BRD-K32480324	reboxetine
BRD-K82206012	BRD-K82206012
BRD-A23034328	clindamycin
BRD-K06319591	ceforanide
BRD-K10852020	tolcapone
BRD-K78787248	BRD-K78787248
BRD-K74773935	BRD-K74773935
BRD-K70131229	glucosamine
BRD-K04185004	oxybuprocaine
BRD-K32318651	acyclovir
BRD-K51644197	BRD-K51644197
BRD-K81826010	BRD-K81826010
BRD-A94546435	BRD-A94546435
BRD-K83699324	NMS-1286937
BRD-K90020768	DAC-013
BRD-A61486721	apramycin
BRD-K33882852	ZK-93423
BRD-K86940927	BRD-K86940927
BRD-K27803479	BRD-K27803479
BRD-K81633055	BML-278
BRD-A64228451	terreic-acid
GALR1_M617	GALR1_M617
BRD-K74236984	UNC-0321
BRD-K47121420	BRD-K47121420
BRD-K80723690	BRD-K80723690
GALR2_GALP	GALR2_GALP
BRD-K65411918	BRD-K65411918
BRD-K48598367	BRD-K48598367
BRD-K59037100	oxybenzone
BRD-A67097164	ifosfamide
BRD-A07395371	esmolol
CMAP-PRISM-1B-PARENT	CMAP-PRISM-1B-PARENT
CMAP-AZD-1152HQPA	CMAP-AZD-1152HQPA
BRD-K62914667	hippuric-acid
BRD-K09790412	H-9
BRD-A32161980	carbetocin
BRD-K66353228	zoxazolamine
BRD-K14681867	somatostatin
BRD-A59985574	topotecan
BRD-K55113501	digoxigenin
BRD-K13077924	BRD-K13077924
BRD-A96407378	allantoin
BRD-K47501804	BRD-K47501804
BRD-K64890841	BRD-K64890841
BRD-A01145011	zebularine
BRD-K78321730	methylparaben
BRD-A97701745	pindolol
BRD-K66404838	nalbuphine
BRD-K35189033	levonorgestrel
BRD-K49076555	etretinate
BRD-K11626735	carboplatin
BRD-A25184723	BRD-A25184723
BRD-A37837077	cyclazosin
BRD-K78599730	manumycin-a
BRD-M66781690	OVE-208
BRD-K12437911	methoxypyruvic-acid
BRD-A72666989	timosaponin
BRD-K17561142	amiodarone
BRD-K37029603	BRD-K37029603
BRD-M88804565	BRD-M88804565
BRD-A79545933	BRD-A79545933
BRD-K43586850	lacidipine
BRD-K59670716	BRD-K59670716
BRD-K62858456	lomerizine
BRD-K40075475	BRD-K40075475
BRD-K49612115	BRD-K49612115
BRD-K79102010	BRD-K79102010
BRD-K77831863	BRD-K77831863
BRD-K71799949	carbamazepine
BRD-A58767537	afatinib
BRD-A07440155	labetalol
BRD-A04260165	SKF-83959
BRD-K11169037	BRD-K11169037
BRD-K50388960	BRD-K50388960
BRD-K27720649	BRD-K27720649
BRD-K60796852	BRD-K60796852
BRD-K96697180	BRD-K96697180
BRD-K70875408	BRD-K70875408
BRD-K80171496	BRD-K80171496
BRD-A64485570	trifluridine
BRD-K17084514	BRD-K17084514
BRD-K35531059	molsidomine
BRD-K13688115	medrysone
BRD-A95074085	BRD-A95074085
BRD-K59406868	NCI-16221
BRD-K81128206	edrophonium
BRD-K44004064	acefylline
BRD-K56483981	BRD-K56483981
BRD-K90699611	acitretin
BRD-K63165456	norcyclobenzaprine
BRD-K72015216	BRD-K72015216
BRD-K31023358	purpurogallin
BRD-K60907894	adiphenine
BRD-K00673382	famotidine
BRD-K70592963	phenindione
BRD-K65667145	kinetin
BRD-K91315211	betahistine
BRD-K97045029	pranlukast
BRD-K69096174	BRD-K69096174
BRD-K26997899	D-64131
BRD-K55082668	BRD-K55082668
BRD-K11540476	EMF-BCA1-64
BRD-K01160827	phenothiazine
BRD-K39981244	BRD-K39981244
BRD-K14965640	BRD-K14965640
BRD-K64800655	PHA-793887
BRD-K09537769	NU-7026
BRD-K28308851	BRD-K28308851
BRD-K52075040	cerulenin
BRD-K35483542	alitretinoin
BRD-K60932973	BRD-K60932973
BRD-K59773493	benzohydroxamic-acid
BRD-K19416115	sitagliptin
BRD-K22631935	neurodazine
BRD-K12244279	BRD-K12244279
BRD-K17219111	enevalproate
BRD-K45845523	BRD-K45845523
BRD-K79905821	gabazine
BRD-K95367721	BRD-K95367721
BRD-K09424864	BRD-K09424864
BRD-K71387353	BRD-K71387353
BRD-K73118655	BRD-K73118655
BRD-K54636101	BRD-K54636101
BRD-K32782699	BRD-K32782699
BRD-K75035820	BRD-K75035820
BRD-K58860003	SA-1921617
BRD-K06188347	BRD-K06188347
BRD-K62283710	BRD-K62283710
BRD-K18747403	BRD-K18747403
